word,freq,phon_read,phonemes_right,phonemes_wrong,phonemes_proportion,phonemes_sum,phonemes_average,phoneme_dists,stress,wordwise_dist
cling,1222,K-L-IH1-NG,4,0,1.0,1.0893994201111594,0.21787988402223188,0.031886500294685184-0.6141572472847635-0.18721618988221242-0.15152270504684248-0.1046167776026557,1.0,0.6686999142725604
brass,12057,B-R-AE1-S,4,0,1.0,0.7587191107381435,0.1517438221476287,0.14368133936798638-0.011438019099349142-0.20216932605407129-0.20869038864549322-0.1927400375712433,1.0,0.3772903289995971
seemed,37955,S-IY1-M-XX,3,1,0.75,1.5851679536890166,0.31703359073780335,0.06015647336348608-0.33658275876057575-0.1148766517518261-1.029781952807141-0.043770117005987735,1.0,1.0920027900010736
slows,2,S-L-OW1-S,3,1,0.75,1.5147177345015046,0.3029435469003009,0.0038283992605453723-0.09701681962737341-0.5774110332973504-0.8051500043916975-0.031311477924537756,1.0,0.9960308024989947
colt,1937,K-OW1-L,3,1,0.75,2.982233711143485,0.7455584277858712,0.061170967550724036-0.6911957787700894-0.6422066703010498-1.5876602945216216,1.0,2.1010921231684074
tripe,799,T-R-AY1-P,4,0,1.0,0.7725901485418731,0.15451802970837464,0.11737667882695065-0.08776245022603277-0.22877013420945835-0.019070000124302343-0.3196108851551291,1.0,0.4199167649936373
cheffed,2,XX-XX-F-T,1,3,0.25,3.3969419560348237,0.6793883912069647,0.9775999296747727-0.9712694286031285-0.2965646433557778-1.0371129646408601-0.11439498976028412,0.0,1.753769092051835
wilt,1025,W-IH1-L-XX,3,1,0.75,2.144646033001793,0.4289292066003586,0.19504926449578502-0.4766576843649753-0.4110319976587968-1.044072430315529-0.01783465616670708,1.0,1.2347466871587338
land,75077,L-AE1-N-XX,3,1,0.75,1.3132298365559254,0.26264596731118506,0.05907170270087279-0.04686308664961942-0.029267673766197447-1.1704211288046735-0.0076062446345621475,1.0,1.1732372673026719
list,317098,L-IH1-S-_,3,1,0.75,1.4346979290531725,0.2869395858106345,0.11512435635639104-0.08840551147377392-0.04031133187613403-1.1440659135324718-0.04679081581440176,1.0,1.1548897567796275
wharf,494,W-AO1-R-F,4,0,1.0,1.9473481558823225,0.3894696311764645,0.29802020136361157-0.6338169904360392-0.04379957628332561-0.9410432779666198-0.030668109832726238,1.0,1.1742918736990722
blurt,2,B-L-ER1-T,4,0,1.0,1.6966256480168393,0.33932512960336786,0.3029637551945146-0.5866036303636182-0.5348520689343604-0.21449991083782094-0.057706282686525064,1.0,0.8782356281611641
shaved,1576,SH-XX-V-XX,2,2,0.5,2.123091523670499,0.4246183047340998,0.013602623112031741-0.5922484552316617-0.43965953915461214-1.0352222115186804-0.04235869465351306,0.0,1.2718974253782576
globe,5454,G-L-OW1-XX,3,1,0.75,1.6258364102364113,0.3251672820472823,0.03135437682712131-0.03296620039771003-0.30529631270313834-1.233893359403813-0.022326160904628564,1.0,1.2721112316564844
flies,5159,F-L-AY1-S,3,1,0.75,1.11337716773652,0.222675433547304,0.015499294384351677-0.16902876609479234-0.12456509671145918-0.6998604237212394-0.10442358682467738,1.0,0.7382657471326161
knox,2,XX-AA1-K-_,2,2,0.5,2.7702352877691423,0.5540470575538284,0.9989095590303874-0.3262845497573693-0.011482699332809904-1.3039149114290425-0.12964356821953357,1.0,1.6797069142991348
fins,1648,F-IH1-N-S,3,1,0.75,1.6818885592542911,0.33637771185085824,0.2034612595038331-0.6055813474373982-0.0066466944459531285-0.822621910054801-0.04357734781230553,1.0,1.042485118922377
chomp,219,CH-AA1-M-_,3,1,0.75,2.8137667247699096,0.5627533449539819,0.31664463941898896-0.530721796539131-0.5423290759226482-1.3861563438515911-0.0379148690375508,1.0,1.6121157608806393
wigs,2,W-IH1-G-XX,3,1,0.75,2.1776317601006454,0.43552635202012907,0.20461955835686796-0.3279458240438434-0.38553429484816343-1.1982693175939674-0.06126276525780297,1.0,1.3182021102881647
wheels,11750,W-IY1-L-Z,4,0,1.0,1.3427474612310393,0.26854949224620783,0.27361916974394423-0.08417798687069585-0.2639521368994409-0.6379131410198927-0.08308502669706558,1.0,0.7519710175571045
bruise,458,B-R-UW1-S,3,1,0.75,1.5351910483869342,0.3070382096773868,0.17818471521268164-0.025830516075642643-0.21777485071198774-0.703677323202735-0.409723643183887,1.0,0.8619037839993687
years,348900,Y-IH1-R-_,3,1,0.75,2.7548072164687727,0.5509614432937545,0.30576568222333267-0.887052636077975-0.04262827176127799-1.4039735534935964-0.11538707291259044,1.0,1.6931119622330089
jobs,42369,JH-AA1-B-S,3,1,0.75,1.8402638576664287,0.36805277153328575,0.2691894362304119-0.2987752887790164-0.24838146144702228-0.8870744912235797-0.13684317998639858,1.0,1.0144211083381265
ends,27527,EH1-N-D-_,3,1,0.75,2.4887016243712727,0.49774032487425457,0.5479131435763451-0.02464289775787223-0.3511870788626177-1.4046621224363178-0.16029638173811983,1.0,1.5565728565921064
gangs,1710,G-AE1-NG-XX,3,1,0.75,1.5084520516484976,0.3016904103296995,0.1658197667938024-0.04249932196650296-0.28481332539638415-0.9255417627909562-0.08977787470085187,1.0,0.9874758929748627
meets,9006,M-IY1-T-S,4,0,1.0,0.9116377453906808,0.18232754907813614,0.0874394336275123-0.218193051433815-0.046033138720344584-0.417505110026999-0.14246701158200986,1.0,0.5019763723476546
girls,26583,G-ER1-L-S,3,1,0.75,1.7170791137953698,0.34341582275907395,0.19211780124325506-0.17878721097925399-0.470976576034451-0.7862111696272374-0.0889863559111725,1.0,0.9574652089357589
bench,5362,B-EH1-N-CH,4,0,1.0,0.9275288467405358,0.18550576934810717,0.03847905995668441-0.18283661339542606-0.25606065159763913-0.2518192595847734-0.19833326220601274,1.0,0.4508058838843706
rammed,686,R-AE1-M-XX,3,1,0.75,1.2348013095224937,0.24696026190449874,0.024513813445823478-0.12867268945863866-0.013417562466530303-0.9826333162288398-0.08556392792266143,1.0,0.9951015219409326
stage,30647,S-T-EY1-CH,3,1,0.75,1.2462753453697777,0.24925506907395553,0.006928782592899036-0.09949775123117947-0.10726619878396507-1.008195545593269-0.024387067168465067,1.0,1.0190715554508578
tanned,562,T-IX1-N-XX,2,2,0.5,2.5807805468898377,0.5161561093779675,0.01647231992012542-1.35886285569966-0.015400911595256504-1.1080191989564714-0.08202526071832453,1.0,1.7554063559910567
chirped,50,CH-ER1-P-T,3,1,0.75,1.6740715893263804,0.3348143178652761,0.2601944538589859-0.19002400275396397-0.05080168563525457-1.0593147240442116-0.11373672303396432,1.0,1.114214886567383
beefed,208,B-IY1-TH-_,2,2,0.5,2.178493776435257,0.4356987552870514,0.12523066066783492-0.12703928678855744-0.771663437432838-1.0863705658146576-0.06818982573136871,1.0,1.3461563869147761
wrens,2,R-EH1-N-XX,3,1,0.75,1.4728738685757885,0.2945747737151577,0.12300278276504915-0.11165068178543548-0.024610186832693868-1.1152954983462227-0.09831471884638743,1.0,1.1321444489022734
spice,2563,S-P-AY1-S,4,0,1.0,1.3508746492269426,0.2701749298453885,0.033736080880386335-0.13538722743774145-0.5216151423320846-0.5145303278419281-0.14560587073480213,1.0,0.7599294105889899
bounce,4234,B-AW1-N-_,3,1,0.75,2.8721899942060087,0.5744379988412017,0.30352368534816226-0.4405918801987715-0.5178621948523383-1.3073130522419965-0.3028991815647401,1.0,1.5346805583171288
lift,9808,L-IH1-F-_,3,1,0.75,1.4887106132474643,0.29774212264949285,0.14668415248352365-0.1084397616661679-0.19409443263882767-1.0102768091880747-0.029215457270870538,1.0,1.0452085176691766
nosed,2,N-AO1-S,1,3,0.25,4.168381158150145,1.0420952895375362,0.03804209636531063-1.5212723276856313-0.7263430928750493-1.8827236412241537,1.0,2.7180763958854346
searched,4817,S-ER1-XX-T,3,1,0.75,2.2241409834409582,0.4448281966881916,0.06259797693559452-0.5440855908530566-0.6697022943673431-0.5695116498364046-0.37824347144855935,1.0,1.1026606200296052
prays,2,P-R-EY1-S,3,1,0.75,1.1039136766619628,0.22078273533239257,0.1562704473719515-0.010351642124488284-0.2614783961877215-0.6344279562726843-0.041385234705117104,1.0,0.7050603734726121
bells,2901,B-EH1-L-S,3,1,0.75,1.2941258505455506,0.2588251701091101,0.12106509783181844-0.40430730991577596-0.004942297234517332-0.7232344124436507-0.040576733119788155,1.0,0.8383675039502072
tools,60658,T-UW1-L-_,3,1,0.75,2.4408984887064893,0.4881796977412979,0.045447863048435684-0.24843274435839421-0.44955420481719927-1.5718147000011147-0.12564897648134568,1.0,1.6589974189926702
pips,2,P-IH1-P-S,4,0,1.0,0.5873634193853068,0.11747268387706136,0.012535982395908954-0.24450528298814325-0.028577033399486796-0.24350396016506534-0.05824116043670243,1.0,0.35134433606754123
backed,6884,B-AE1-K-XX,3,1,0.75,0.9173150317357962,0.18346300634715923,0.09307872090174361-0.07594333701632121-0.008371789497440933-0.6672954834073375-0.07262570091295295,1.0,0.6819522565328152
swung,1272,S-W-AH1-NG,4,0,1.0,1.1554205618433595,0.2310841123686719,0.09392870903548571-0.22928715637941183-0.21110576560645739-0.44163019124418074-0.17946873957782375,1.0,0.577240938463258
whats,2,W-IH1-T-XX,2,2,0.5,2.9646564258698427,0.5929312851739685,0.21041538809570282-1.8087880246394505-0.17952693470064449-0.6909305505836528-0.07499552785039226,0.0,1.9573523006441504
loots,2,L-UH1-XX-S,2,2,0.5,1.996283061201288,0.3992566122402576,0.10749546970682565-0.6718407805956685-0.5226489208060388-0.5772126527607049-0.11708523733205026,1.0,1.0406587357086654
sores,624,S-AO1-R-S,3,1,0.75,1.1009978690757494,0.22019957381514987,0.19546346255370156-0.07569561992470854-0.004913971647227291-0.7541328625846857-0.07079195236542637,1.0,0.7859311764629896
wars,24597,W-AO1-R-XX,3,1,0.75,2.0058976099226635,0.4011795219845327,0.15614173842110748-0.6214269462212401-0.009164165501574681-1.1735851602919536-0.04557959948678758,1.0,1.3379145347305366
kills,6433,K-IH1-L-Z,4,0,1.0,0.75824027847345,0.15164805569469,0.05374828526939709-0.18218379672594734-0.005179608875722322-0.45646945359093793-0.060659134011445244,1.0,0.4981471016754139
seeds,6419,S-IY1-D-S,3,1,0.75,1.1134033863049313,0.22268067726098625,0.03777596112149686-0.19059041753862688-0.21270402550880393-0.5713428584594906-0.10099012367651287,1.0,0.6477857670223309
dubbed,2180,D-AH1-P-T,2,2,0.5,1.9726916571448978,0.39453833142897954,0.04541479454873434-0.03248267324510342-0.8441326452724535-0.9799175180718259-0.07074402600678076,1.0,1.2965032240142782
fault,19970,F-AO1-XX-XX,2,2,0.5,2.5514454705047505,0.5102890941009501,0.16602110533618888-0.07435353237748511-1.0162963571968517-1.268600993233514-0.02617348236071107,1.0,1.6358432908006793
asks,16411,AE1-_-XX-_,1,3,0.25,3.2767704386308147,0.655354087726163,0.17983864943625646-0.9555890206547302-0.613584294899286-1.1780683604077393-0.3496901132328031,1.0,1.6828862826289026
flame,34639,F-L-EY1-M,4,0,1.0,0.5723122145213239,0.11446244290426477,0.022998313091074786-0.22167989307716182-0.22707643657931448-0.08220750934949578-0.018350062424277017,1.0,0.3291343264287679
moods,748,M-UW1-D-XX,3,1,0.75,2.0745935921897605,0.4149187184379521,0.36615821523823977-0.36604489192079853-0.07066686857405116-1.0580225329975863-0.2137010834590847,1.0,1.199222390219612
tuft,106,T-AH1-F-XX,3,1,0.75,1.6033579783614949,0.32067159567229897,0.10088842389084533-0.2929452950389957-0.28593273103315137-0.7928894485540878-0.13070207984441448,1.0,0.9074743290808841
pegs,579,P-EH1-G-_,3,1,0.75,2.244504488511309,0.44890089770226177,0.04587328575719794-0.11601767348922028-0.5496184498403633-1.3826647777900203-0.15033030163450686,1.0,1.5006685132445423
creep,1795,K-R-IY1-P,4,0,1.0,0.7937514799265076,0.15875029598530152,0.14307525945652302-0.054490838138499455-0.4993087874246121-0.03004442306257572-0.06683217184429736,1.0,0.527369180991469
tubs,335,T-AH1-B-S,3,1,0.75,1.4014894360954138,0.2802978872190828,0.09647253075040621-0.1385820398075687-0.3072638575273938-0.7868327540538146-0.0723382539562304,1.0,0.8644429506488998
blush,1256,B-L-AH1-SH,4,0,1.0,0.9194907556521577,0.18389815113043154,0.09929055998460135-0.08156614016821938-0.13664742350981648-0.48281763840395764-0.11916899358556281,1.0,0.5315056818718302
sides,22752,S-AY1-D-S,3,1,0.75,1.2856145764584814,0.2571229152916963,0.020212741611315248-0.24053762028975437-0.2767668493433051-0.6517165747444389-0.09638079046966787,1.0,0.7542483285773363
picked,20153,P-IH1-K-T,4,0,1.0,0.8027774678848132,0.16055549357696264,0.013573387726327702-0.12276702610548541-0.02767122850143151-0.5177305391128285-0.12103528643874006,1.0,0.5465492915861299
tossed,3475,T-AO1-S-_,3,1,0.75,2.0389791363209344,0.4077958272641869,0.05330441732465073-0.23996882067034175-0.5216116295809287-1.0641405116048572-0.1599537571401561,1.0,1.2208543405239654
blade,9594,B-L-EY1-D,4,0,1.0,0.6633195199375144,0.13266390398750288,0.03230093387107864-0.038747182612084666-0.10742085651285958-0.4739933298118582-0.010857217129633289,1.0,0.4887448115051529
pried,2,P-R-AY1-T,3,1,0.75,0.8381195503578387,0.16762391007156774,0.05726861839706918-0.019164150059739864-0.2248009044262581-0.5045998139525569-0.032286063522214664,1.0,0.5566379146897923
turns,26165,T-ER1-N-S,3,1,0.75,1.4904605717533734,0.2980921143506747,0.05415257383209628-0.15883480355943694-0.1608390885641299-0.9455206171225221-0.17111348867518816,1.0,0.988594594307947
slowed,2435,S-L-OW1-D,4,0,1.0,1.3290838020204436,0.26581676040408875,0.013395004835843452-0.05417328305267992-0.7285510759605874-0.5146725775849038-0.018291860586428905,1.0,0.8939369638381612
ripped,6042,R-IH1-P-T,4,0,1.0,0.7115082506113223,0.14230165012226445,0.024377449044770017-0.2052035981341013-0.013011601573750186-0.34891556500711346-0.12000003685158735,1.0,0.4231006485852293
mapped,3953,M-AE1-P-T,4,0,1.0,1.1080560904683963,0.22161121809367926,0.10288444172502514-0.4243879723355523-0.0399098724014391-0.47760210147020754-0.06327170253617219,1.0,0.6514524027109233
tolled,27,T-XX-L-XX,2,2,0.5,1.9661129585672248,0.393222591713445,0.06267488428379234-1.209763888027246-0.013780540703412374-0.6661515270493505-0.013742118503423389,0.0,1.3826038521601218
stack,14656,S-T-AA1-K,3,1,0.75,1.3492903104025955,0.2698580620805191,0.005357277119857485-0.08649879934903365-0.8664246861160737-0.2988065358099594-0.09220301200767124,1.0,0.9251968550985976
soars,2,S-AO1-R-XX,3,1,0.75,1.586241911676597,0.3172483823353194,0.12179694785071621-0.10641961427116718-0.011726324988489252-1.2610376962045258-0.08526132836169847,1.0,1.2742773257293443
beast,16395,B-IY1-S-_,3,1,0.75,1.2349755294561982,0.24699510589123963,0.1315696768670048-0.03865813357135307-0.032449208711735227-0.9139761601956792-0.11832235011042584,1.0,0.9323146369385276
rink,2017,R-IH1-NG-K,4,0,1.0,0.670302212897729,0.1340604425795458,0.0956076579653846-0.07300761267404254-0.21829648322527595-0.16249668915354099-0.12089376987948491,1.0,0.32116159163269903
felsh,2,F-EH1-L-XX,3,1,0.75,1.8483036129072845,0.3696607225814569,0.026702963124554426-0.11823926474841405-0.5741513050938905-1.086277045169773-0.042933034770652696,1.0,1.2353883427676844
bunk,1073,B-AH1-NG-K,4,0,1.0,1.0047935937053325,0.2009587187410665,0.19142218697631952-0.05625274481920181-0.25819778662753895-0.4305907818186376-0.06833009346363454,1.0,0.5445643626292359
zipped,1487,_-IH1-P-XX,2,2,0.5,2.3481457500399823,0.46962915000799643,1.0003230026991572-0.4215636316387951-0.014517097360460047-0.6964775061206794-0.21526451222089057,1.0,1.3076668069959945
beds,2426,B-EH1-D-XX,3,1,0.75,1.343538112176955,0.268707622435391,0.08675082391044298-0.06898564353510096-0.20791650164896927-0.9007642883576145-0.07912085472482745,1.0,0.934425175684937
flag,15313,F-L-AE1-K,3,1,0.75,1.742062980329799,0.34841259606595976,0.1591587989303151-0.21739118875838828-0.3030837390366423-1.0506994915904206-0.011729762014032561,1.0,1.1263024522926472
cream,9870,K-R-IY1-M,4,0,1.0,0.6120895005857527,0.12241790011715055,0.23119333337860837-0.009488160429682362-0.22782790099805222-0.11694168779860842-0.026638417980801358,1.0,0.3461659987895072
fort,8422,F-AO1-R-T,4,0,1.0,1.0108357523083564,0.20216715046167127,0.15638311761962942-0.1355703761996961-0.2801938983467588-0.39478193601494-0.04390642412733207,1.0,0.5283220401738594
shames,97,SH-EY1-M-_,3,1,0.75,1.8818421686039573,0.37636843372079143,0.06414718653463788-0.2837671324323728-0.016052332342039188-1.4281931992057257-0.08968231808918173,1.0,1.4603681237270811
laced,1192,L-EY1-XX-_,2,2,0.5,2.084229545545948,0.4168459091091896,0.05802649838308278-0.4014979689720126-0.5927390122320316-1.0042497566869326-0.02771630927188847,1.0,1.2349870435881003
drape,199,D-R-EY1-P,4,0,1.0,0.531885020282535,0.106377004056507,0.3075014542800662-0.006780089893034108-0.07521819035291984-0.03741535338231899-0.10496993237419591,1.0,0.335677651229045
hugged,1316,XX-AH1-K-XX,1,3,0.25,2.9847508311799635,0.5969501662359927,0.6834005165439302-0.1590974342141678-0.7545710370094468-1.2332617030377913-0.15442014037462737,1.0,1.614467626622642
ruled,6077,R-UW1-XX-XX,2,2,0.5,2.717230549156662,0.5434461098313325,0.042365736434668906-0.3270966768368542-0.9151673116413197-1.3952172171696184-0.03738360707420092,1.0,1.7012780246281258
wagged,55,XX-AE1-G-_,2,2,0.5,2.7407020346171445,0.5481404069234289,0.5900384979389665-0.37821004344815484-0.3800602625055735-1.3561707773336316-0.03622245339081776,1.0,1.5735772343848549
crush,3573,K-R-AH1-SH,4,0,1.0,1.090927657683669,0.2181855315367338,0.26263415250352623-0.12052282201926166-0.19020110580926589-0.3680477204761856-0.14952185687542965,1.0,0.5267777705740747
shalt,2,SH-AE1-T,2,2,0.5,3.6516143338308273,0.9129035834577068,0.1920364215773014-0.49907450734391623-1.2920871681211727-1.6684162367884372,1.0,2.395632555358912
caved,349,K-EY1-V-XX,3,1,0.75,1.751313187754731,0.3502626375509462,0.36207530846469077-0.1500749144193507-0.21077343855992545-0.9820483128792792-0.04634121343148481,1.0,1.0791722977502214
used,365664,_-UW1-Z,2,2,0.5,4.371563329496661,1.0928908323741653,1.3239879813253725-0.6760326921390749-0.49691186133951054-1.8746307946927034,1.0,2.6402890731669766
rakes,2,R-EY1-K-XX,3,1,0.75,1.0327387660988832,0.20654775321977664,0.012418263918992001-0.10139016480142221-0.06644223222314027-0.6531783003812475-0.19930980477408114,1.0,0.6936966479579042
butts,1727,B-AH1-T-S,4,0,1.0,1.0708203170597346,0.2141640634119469,0.1545299176723311-0.3127740067338063-0.15338339027307724-0.3060196800208544-0.1441133223596656,1.0,0.5095588615630255
rains,1318,R-EY1-N-Z,4,0,1.0,0.7887384836974863,0.15774769673949726,0.009917294059365011-0.24929140742582784-0.012817465339840288-0.46792579313966354-0.04878652373278967,1.0,0.5326758101686816
first,518926,F-ER1-S-T,4,0,1.0,0.9085896534756974,0.18171793069513947,0.08065081046584052-0.21563105308205602-0.10351192935395975-0.3137227727636355-0.19507308781020563,1.0,0.4474276606770802
saved,18103,S-EY1-V-_,3,1,0.75,1.6931354057821537,0.33862708115643075,0.023612746021368987-0.339298118977858-0.19770920883707227-1.1050733194439517-0.02744201250190278,1.0,1.1733327797230384
cools,515,K-UW1-L-_,3,1,0.75,2.4890824613781133,0.49781649227562264,0.02338323393660787-0.31982889805146103-0.39832104207723196-1.63024008186419-0.11730920544862221,1.0,1.7125831735770343
times,156834,T-AY1-M-S,3,1,0.75,1.4451709036485112,0.2890341807297022,0.03445896177917643-0.3534835904594536-0.028928790204588373-0.9379723441217568-0.09032721708353592,1.0,1.007435391554727
wets,2,W-EH1-T-XX,3,1,0.75,1.3282450379022772,0.26564900758045545,0.09930236312643899-0.43242253993869384-0.09708518909301996-0.5664706313331137-0.13296431441101056,1.0,0.7381356456509063
burned,7752,B-ER1-N-T,3,1,0.75,1.3570799284276902,0.27141598568553804,0.10204811592880231-0.08054539521192401-0.0800169458564757-0.9958824382995586-0.09858703313092959,1.0,1.0123266885218893
grab,10232,G-R-AE1-P,3,1,0.75,1.0836078240111542,0.21672156480223084,0.16390553876588468-0.018968436496293865-0.12752703590843853-0.7555476361381142-0.017659176702422945,1.0,0.7839974802922139
sloth,750,S-L-OW1-_,3,1,0.75,2.096702640429458,0.4193405280858916,0.0034845585235025074-0.23146761795663107-0.6252568795433878-1.0985649182324344-0.1379286661735021,1.0,1.2924413960603365
swiss,2,S-W-IH1-S,4,0,1.0,0.7287712498782064,0.1457542499756413,0.03133747264781313-0.05024938975025435-0.32306660070651494-0.13375151522259748-0.19036627155102653,1.0,0.4025019900855995
raged,274,R-EY1-JH-_,3,1,0.75,2.1087088435486243,0.42174176870972485,0.015743950542722044-0.13720048193774204-0.2628115023983163-1.6747164457488144-0.018236462921029335,1.0,1.7009260631364644
guns,24002,G-AH1-N-_,3,1,0.75,2.0936148788997917,0.4187229757799583,0.42284584914713713-0.17681691543889783-0.06429560050130052-1.3084428824543055-0.12121363135815057,1.0,1.3931662783180168
berths,2,B-ER1-XX-_,2,2,0.5,2.619667613125358,0.5239335226250715,0.21013966858295788-0.11800537048178965-0.8685317998307153-1.0150422768296476-0.4079484974002474,1.0,1.4174499057725165
drown,1417,D-R-AW1-N,4,0,1.0,0.9566680364025475,0.1913336072805095,0.5057120181762995-0.027772532789993153-0.3210578291946758-0.07318437992248379-0.028941276319095245,1.0,0.6048038025114685
club,63266,K-L-AH1-P,3,1,0.75,1.5308649312451112,0.3061729862490222,0.08522518744393104-0.3824934852300655-0.15393792579437274-0.8958675606794182-0.01334077209732368,1.0,0.9899586588812752
flock,1862,F-L-AA1-K,4,0,1.0,1.7972688964518204,0.3594537792903641,0.07488281483003328-0.42484220538364514-0.9274431590547513-0.10494677837771796-0.2651539388056728,1.0,1.0618707954669386
sond,2,S-AO1-N,2,2,0.5,3.346735381668735,0.8366838454171838,0.10817398561423593-1.3653590446603734-0.04427250798937228-1.8289298434047536,1.0,2.4945643625811225
guides,7648,G-AY1-D-XX,3,1,0.75,1.1080335323368329,0.22160670646736658,0.023493445223412505-0.08535015135458546-0.08920348294449074-0.7427332130479098-0.16725323976643444,1.0,0.7716347086873324
moved,34886,M-AO1-V-_,2,2,0.5,3.2285678407170573,0.6457135681434114,0.15520206205193948-1.2327999594704682-0.47664427253608016-1.3358291699834715-0.028092376675097952,1.0,1.8858159866972697
leashed,2,L-IY1-SH-XX,3,1,0.75,1.599351293152866,0.31987025863057317,0.006316058253834986-0.3359596482043713-0.4746771679974804-0.6271467549062766-0.15525166379090263,1.0,0.8692774717723311
hits,15859,HH-IH1-T-S,4,0,1.0,0.9621476764044078,0.19242953528088155,0.23029689418753752-0.26718590115623203-0.05007772748256889-0.35285829554376225-0.06172885803430707,1.0,0.5052248733852885
thunk,2,TH-AH1-NG-K,3,1,0.75,2.0115236213051793,0.40230472426103586,0.220544715304899-0.11230049656937863-0.9939803399457348-0.5683635932582485-0.11633447622691863,1.0,1.1772082116931166
truck,10205,T-R-AH1-K,4,0,1.0,2.0293914090244547,0.40587828180489094,0.2897669218214392-0.19090102456028676-0.5869237005226677-0.3190545713021204-0.6427451908179402,1.0,0.9898508474430032
crows,1087,K-R-AW1-Z,3,1,0.75,2.3505872873764027,0.47011745747528055,0.1367732642055522-0.024376584698157542-1.6484959850846248-0.45441474961921896-0.08652670376884922,1.0,1.7177950377328826
tusk,220,T-AH1-XX-_,2,2,0.5,2.3535517687501732,0.47071035375003467,0.07418957277236854-0.17708796336615487-0.8363544277540235-0.9818717322634504-0.2840480725941761,1.0,1.3345817226620384
claire,2,K-L-IY1-R,3,1,0.75,2.1092860849216235,0.4218572169843247,0.02479783452387169-0.3763097546747126-1.3418114007637796-0.14716688598598987-0.21920020897327,1.0,1.4185868402127555
drawer,2482,D-R-AO1-R,4,0,1.0,1.5696386494507621,0.31392772989015244,0.23893209102744523-0.034399616020582675-0.09761193294627261-1.16115446964156-0.037540539814901595,1.0,1.1905834543016232
piled,719,P-AY1-L-D,4,0,1.0,0.6322238850389081,0.12644477700778162,0.010780601997999026-0.136501162991216-0.04048857895103767-0.4313227086838159-0.013130832414839599,1.0,0.45453251994672367
lunch,11096,L-AH1-N-CH,4,0,1.0,1.5668120747162662,0.31336241494325323,0.033748130391986465-0.14727666261098474-0.7102226406750922-0.442070329302685-0.23349431173551777,1.0,0.8815845510470979
numbed,2,N-AH1-M-XX,3,1,0.75,2.2388827530770787,0.44777655061541577,0.007271619371628914-0.5665198176503626-0.2791302243477699-1.2221030385135032-0.16385805319381394,1.0,1.3853867910167637
lost,78092,L-AO1-S,3,1,0.75,2.037944871258996,0.509486217814749,0.06628743323884727-0.4298108454342563-0.054454267258069684-1.4873923253278225,1.0,1.8451104528794542
thank,95708,TH-AE1-NG-K,4,0,1.0,1.001787333174448,0.2003574666348896,0.22838165477607958-0.07567671602871608-0.2418986044140767-0.41889570102017537-0.0369346569354004,1.0,0.5415144112770677
chipped,1384,CH-IH1-P-T,4,0,1.0,0.7662931685594179,0.15325863371188359,0.10757412960428468-0.28421941215986146-0.009131145018058768-0.21102436256344276-0.15434411921377017,1.0,0.4009858278656982
ferns,213,F-ER1-N-S,3,1,0.75,1.7757368253739738,0.3551473650747948,0.32965421049605204-0.1333386389545902-0.1625483467522622-1.0094325942205438-0.1407630349505256,1.0,1.0916233097782546
nils,2,N-IH1-XX,2,2,0.5,3.752867509123439,0.9382168772808598,0.3593895271550901-0.6686854358207082-0.7951219580891785-1.9296705880584621,1.0,2.4356002444902467
asked,102160,IH1-_-K-_,1,3,0.25,3.585567417818725,0.717113483563745,0.8140557636110441-1.2572171706839614-0.2845749419370447-1.159674772398685-0.07004476918798933,1.0,1.9167724292513075
falls,15234,F-AO1-L-XX,3,1,0.75,0.9729304125248206,0.19458608250496412,0.10692422511303326-0.13414319560989932-0.006213177600584208-0.6871819036449032-0.0384679105564007,1.0,0.7093409189240127
throws,4600,TH-R-OW1-S,3,1,0.75,1.3528082524873875,0.2705616504974775,0.028630617039966878-0.01664264436022862-0.6217073612576901-0.627595664733742-0.058231965095759855,1.0,0.8859367996854468
glass,20770,G-L-AE1-S,4,0,1.0,0.825498506661317,0.1650997013322634,0.03488244473026575-0.03960718934409809-0.3289850731133931-0.2642218311430064-0.15780196833055363,1.0,0.4535761567709267
fresh,15599,F-R-EH1-XX,3,1,0.75,1.1385317383275777,0.22770634766551553,0.03933623937712008-0.02820018654059956-0.2817492553929472-0.6383545991144963-0.15089145790241448,1.0,0.7155348065903463
caked,85,K-EY1-K-_,3,1,0.75,1.3492100387332027,0.2698420077466405,0.00195296826820629-0.23933165553359584-0.0468725675432-1.003188216863552-0.057864630524648596,1.0,1.034028726357845
cloud,6303,K-L-AW1-D,4,0,1.0,1.108058558565194,0.2216117117130388,0.026555563664528232-0.37233739573890223-0.44327856952028966-0.2495763864005364-0.016310643240937544,1.0,0.631181934274743
sips,2,S-IH1-P-S,4,0,1.0,1.2808682934159314,0.2561736586831863,0.3298223878245986-0.5081160059052142-0.07326117071410831-0.3131014571271335-0.05656727184487681,1.0,0.6881600546391048
bling,2,B-L-IH1-NG,4,0,1.0,1.1249170308977932,0.22498340617955864,0.2498860144752704-0.1783690765870116-0.407538781629724-0.1095707813612762-0.17955237684451095,1.0,0.5518978333022444
looks,70953,L-XX-K-_,2,2,0.5,2.4880217173310273,0.49760434346620547,0.16412492147128016-0.7142623129410632-0.019528829553467502-1.2403306728479915-0.34977498051722467,0.0,1.4826502391740863
thrush,239,TH-R-AH1-SH,4,0,1.0,1.3025252020802096,0.26050504041604194,0.043355529151438366-0.401211597646699-0.3352333914092409-0.3683714631214787-0.15435322075135272,1.0,0.659359026865132
