word,needs_variants
ley,
liar,TRUE
liberty,
librarians,TRUE
library,TRUE
libyan,
lick,
licked,
licken,
licking,
licks,
licorice,
lid,TRUE
lie,
lied,
lies,
life,
lifebelt,TRUE
lifeboat,TRUE
lifes,
lifestyles,TRUE
lift,
lifted,
lifting,
lifts,
light,
lightbulb,TRUE
lighted,
lighter,
lightly,
lightning,
lights,
like,TRUE
liked,
likely,
likes,
lilac,TRUE
lilly,
lillys,
lily,
lima,
limb,TRUE
limber,TRUE
limbered,
lime,TRUE
limit,TRUE
limited,
limo,TRUE
limousine,
limousines,
limp,TRUE
lin,
line,TRUE
lined,
linen,
liner,
lines,
lineup,TRUE
ling,
linked,TRUE
linnet,
linsky,
lion,
lions,
lip,
lippity,
lips,
liquid,TRUE
lisa,
list,
listen,
listened,
listening,
listens,
lists,
lit,
lite,
litle,
little,
littleman,
littler,
live,
lived,
lively,
lives,
living,
lizard,
lizards,
lizzie,
lizzy,
ll,
llama,
llamas,
lm,
lmno,
lmnop,
load,
loaded,
loader,TRUE
loading,
loads,
loaf,TRUE
loafers,TRUE
loan,TRUE
lobster,
lobsters,
local,
lock,TRUE
locked,
locket,TRUE
locks,
locky,
loco,
locomotion,
locomotive,
log,TRUE
logpile,TRUE
logs,
lol,
lola,
lollipop,TRUE
lollypops,
london,
lone,
lonely,
lonesome,
long,TRUE
longed,
longer,
longest,
longing,
longingly,
longman,
look,
looked,
lookin,
looking,
lookout,TRUE
looks,
looped,TRUE
loopy,
loose,
loosely,
loosey,
loot,TRUE
loots,
lopp,
lopsided,
lorax,
lord,TRUE
loris,
loriss,
lose,TRUE
loser,TRUE
losing,
loss,TRUE
lost,
lot,
lots,
lotus,
lou,
loud,
louder,
loudest,
loudly,
louis,
louisburg,
louise,
love,
loveable,
loved,
loveliest,
lovely,
loves,
loving,
lovingly,
low,TRUE
lowed,
lower,
lowered,
lowering,
lowers,
lowry,
loxodonta,
loxy,
loyalty,
ls,
lt,
lts,
lubricating,TRUE
lucifer,
luck,TRUE
luckily,
luckthis,
lucky,
lucy,
lucys,
luggage,
luke,
lukes,
lukey,
lullabies,
lullaby,
lulu,
lumber,TRUE
lumberjacks,
lump,TRUE
lumpety,
lumps,
lunch,
lunches,
lunchroom,TRUE
lunchtime,
lungs,TRUE
lupine,
lupines,
lurch,TRUE
lurched,
lurches,
lurks,TRUE
luscious,
lve,
ly,
lydia,
lyin,
lying,
m,
ma,TRUE
maaa,
maam,
mac,
macaroni,
machine,
machinery,
machines,
mack,
mad,TRUE
madam,
madame,
madder,
made,
madeline,
madrid,
mae,
mag,
magazines,TRUE
magenta,
magic,
magical,TRUE
magician,TRUE
magnificent,TRUE
magnifique,TRUE
maid,
maiden,
maids,
mail,TRUE
mailbox,
mailboxes,
mailing,
mailman,
main,
maintain,TRUE
maisy,
maisys,
majestic,TRUE
majesty,TRUE
major,TRUE
majority,TRUE
make,
maker,
makers,
makes,
making,
male,TRUE
mallard,
mallards,
malt,TRUE
malted,
mam,
mama,
mamas,
mamma,
mammal,
mammals,
mammies,
mammy,
man,
manage,TRUE
managed,
managers,TRUE
mane,TRUE
mango,TRUE
mangy,
maniacbug,
manicure,TRUE
mannered,
manners,
mans,
mansion,TRUE
mantis,
many,
map,TRUE
maple,
marabou,
marble,TRUE
marbles,
march,TRUE
marched,
marching,
marcia,
mare,TRUE
marf,
margaret,
margery,
margo,
maria,
marias,
marie,
marigold,TRUE
mario,
mark,TRUE
marked,
marker,
markers,
market,TRUE
marks,
marriage,TRUE
married,
marries,
marrow,TRUE
marry,TRUE
mars,
marshall,
marshalls,
marshes,TRUE
marshmallow,
marshmallows,
marshy,
martha,
marthas,
martins,
marveled,TRUE
marvelous,TRUE
mary,
marys,
mas,
mascot,TRUE
mashed,TRUE
mask,TRUE
masks,
massaged,TRUE
master,TRUE
masters,
masts,TRUE
mat,TRUE
matador,
match,TRUE
matches,
matey,
math,TRUE
mats,
matter,TRUE
matters,
mattress,
mattresses,
mauled,TRUE
maurice,
max,
maxs,
may,
maybe,
mayonnaise,
mayor,
mayors,
mcbee,
mcgaffry,
mcgee,
mcghee,
mcgillicuddy,
mcgillicuddy,
mcgregor,
mcgregors,
mcguinn,
mckay,
mcsmogg,
me,
meadow,
meadows,
meal,
meals,
mealtime,
mean,
meaner,TRUE
meaning,
means,
meant,
meantime,
meanwhile,
measles,
measure,TRUE
measured,
measuring,
meat,TRUE
meatball,
meatballs,
mechanic,TRUE
medals,TRUE
meddling,TRUE
media,
medicine,TRUE
medium,TRUE
meek,
meet,
meeting,
meetings,
meets,
meg,
megachiroptera,
megaphone,TRUE
melancholy,
melinda,
mell,
mellon,
melons,
melt,
melted,
melting,
melts,
melvin,
melvins,
member,
members,
memento,
memorable,
men,
mend,TRUE
mended,
mending,
mens,
mental,
mention,TRUE
menu,TRUE
meow,TRUE
meowed,
merchant,
merchants,
mercy,
meringue,
mermaid,TRUE
merrills,
merrily,
merriweather,
merriweathers,
merry,
merryband,
merrymen,
mess,TRUE
message,TRUE
messenger,TRUE
messes,
met,
metal,TRUE
meter,
meters,
methods,TRUE
mew,
mexico,
mice,
michael,
michigan,
mickey,
mickle,
microchiroptera,
microphones,TRUE
midair,
middle,
midget,TRUE
midnight,
midnights,
midway,
midwestern,
miff,
might,
mighty,
mikado,
mike,
mild,
mile,
miles,
milford,
military,TRUE
milk,
milked,
milking,
milkman,TRUE
milks,
milky,
mill,TRUE
miller,
millers,
million,
millions,
millionth,
milo,
mind,
minds,
mine,
mingled,TRUE
mini,
miniature,
minnesota,
minnie,
minnow,TRUE
mintery,
minus,TRUE
minute,
minutes,
mir,
miracle,TRUE
miraculous,TRUE
mire,
mirror,TRUE
misbehave,TRUE
misbehaving,
mischief,TRUE
mischievous,TRUE
miserable,
miserably,
mismatched,TRUE
miss,
missed,
misses,
missing,
mississippi,
mist,TRUE
mistake,TRUE
mistaken,
mistakes,
mister,TRUE
mistress,TRUE
misty,
mit,TRUE
mitchell,
mite,
mitten,
mittened,
mittens,
mitz,
mix,TRUE
mixed,
mixer,TRUE
mm,
mmmm,
mny,
moan,TRUE
moaned,
moans,
moat,TRUE
mobile,TRUE
mocha,
model,TRUE
models,
modern,
modestly,TRUE
moi,
moist,
moisture,
moisty,
mojave,
molasses,
mold,TRUE
moldy,
mole,TRUE
molly,
molt,TRUE
mom,
moment,
moments,
mommy,
mommys,
moms,
mona,
monday,
mondays,
money,
monjour,
monkey,
monkeys,
monoplane,
monopoly,
monorail,TRUE
monster,
monsters,
monstrosities,
monstrosity,
monstrous,
montgomery,
month,
months,
moo,TRUE
mood,TRUE
moof,
moohaul,
moon,
moonberry,
moonflowers,TRUE
moonlight,
moonlit,
moons,
moooooooo,
moor,
moose,
moovers,
mope,TRUE
moppet,
mopsy,
moral,TRUE
mordecai,
more,
mores,
morgan,
morn,
morning,
mornings,
morris,
morriss,
morrow,
morsel,TRUE
mortal,
mortimer,
mortimers,
moss,
mossy,
most,
mostly,
mother,
mothers,
moths,TRUE
motion,TRUE
motor,TRUE
motorbikes,TRUE
motorcycle,TRUE
motto,TRUE
moues,
mound,TRUE
mounds,
mount,TRUE
mountain,
mountains,
mountainside,TRUE
mourn,TRUE
mourner,TRUE
mouse,
mouseling,
mouselings,
mousie,
mouth,
mouthful,TRUE
mouths,
movable,
move,
moved,
movement,TRUE
movers,TRUE
moves,
movie,
movies,
movin,
moving,
mowed,TRUE
mowing,
mown,
mph,
mr,
mrpresident,
mrrroww,
mrs,
ms,
much,
muck,
mud,
muddle,TRUE
muddled,
mudglumps,TRUE
muenster,
muff,
muffered,TRUE
muffet,TRUE
muffin,
muffinhead,TRUE
muffins,
muffled,TRUE
muffler,TRUE
mulberry,
mule,TRUE
mulligan,
multi,
multiplication,
multiplied,TRUE
mum,
mumble,TRUE
mumbled,
mumbling,
mummy,
mummys,
mumps,
munch,TRUE
munched,
munching,
mungry,
murmured,TRUE
murnood,
mused,TRUE
museum,
museums,
mush,TRUE
mushroom,
mushrooms,
mushy,
music,
musical,TRUE
musicale,
muskidun,
musnt,
must,TRUE
mustache,TRUE
mustard,TRUE
mustnt,
mustnts,
musty,
mutt,TRUE
muttered,TRUE
muttering,
mutters,
mutton,
muzzles,TRUE
mwah,
my,
myself,
mysterious,TRUE
mystery,TRUE
n,
na,
nack,TRUE
nag,TRUE
nah,
nail,TRUE
nailing,
nails,
naked,
name,TRUE
named,
namely,
names,
nancy,
nanny,TRUE
nap,TRUE
napkin,
napkins,
napping,
naps,
naptime,TRUE
narrator,TRUE
narrow,TRUE
nasa,
nasty,
natashas,
nate,
nathan,
national,TRUE
native,TRUE
natural,TRUE
naught,
naughty,
navigate,TRUE
nay,
ne,
near,TRUE
nearby,
neared,
nearer,TRUE
nearly,
neary,
neat,TRUE
neath,
neatly,
nebraska,
necessary,
necessities,TRUE
neck,TRUE
necking,
necks,
neckties,TRUE
nectar,TRUE
ned,
need,
needed,
needing,
needle,
needles,
needs,
neer,
neigh,TRUE
neighbor,
neighborhood,TRUE
neighbors,
neighed,
neither,
nellar,
nellie,
nelson,
nelsons,
nephew,TRUE
nervous,
nervously,
nese,
nest,TRUE
nested,
nestled,TRUE
nests,
net,TRUE
neutral,TRUE
never,
nevertheless,
new,
newborn,TRUE
newest,
newly,
news,
newspaper,
newspapers,
newstand,TRUE
next,
nibble,TRUE
nibbled,
nibbles,
nibblin,
nice,
nicely,
nicest,TRUE
niches,TRUE
nicholas,
nick,
nickel,
nickels,
niece,TRUE
niggledy,
night,
nightdress,TRUE
nightgown,
nightgowns,
nightie,
nightmare,TRUE
nights,
nightshirt,TRUE
nighttime,
nighty,
nikolai,
nikolais,
nils,
nimble,
ninas,
nine,TRUE
nineteen,TRUE
ninety,TRUE
ning,
nink,
nip,TRUE
nitch,
nixie,
nn,
nnn,
nnnno,
no,
noah,
noahs,
nob,TRUE
noble,TRUE
nobleman,
nobody,
nobodys,
nod,TRUE
nodded,
noggin,
noh,
noise,
noises,
noisy,
nome,
none,
nonsense,
nonsensical,
noodle,
noodlepuss,
noodles,
nook,TRUE
nool,
noon,
noooo,
nooth,
nope,
nor,
normal,TRUE
norman,
north,
northward,TRUE
northwest,
norwich,
nory,
nose,TRUE
noses,
nostril,TRUE
not,
notch,
note,TRUE
notebook,TRUE
noted,
notes,
nothin,
nothing,
nothings,
notice,TRUE
noticed,
notices,
nougat,TRUE
november,
now,
nowhere,
nozzle,TRUE
nude,TRUE
nuisance,
nuisances,
numb,TRUE
number,
numbers,
nupboards,
nupp,
nureau,
nurse,TRUE
nut,TRUE
nutbrown,
nutritionists,TRUE
nuts,
o,
o1,
oak,TRUE
oatmeal,TRUE
oats,TRUE
oatsdale,
obedience,
obey,TRUE
obeyed,
object,TRUE
objected,
obligated,TRUE
occasional,TRUE
occur,TRUE
occurred,
ocean,
oceans,
oclock,
octopus,TRUE
odd,TRUE
oddish,
oer,
of,
off,
offended,TRUE
offer,TRUE
offered,
office,TRUE
officer,TRUE
officially,
oflynn,
often,
oh,
ohhhh,
oho,
oil,TRUE
oiled,
oink,TRUE
ointment,TRUE
ok,
okay,
okey,
ol,
old,
olden,
older,
oldest,
olives,TRUE
olivia,
olivias,
olympics,TRUE
ome,
omelet,TRUE
on,
once,
one,
ones,
onion,
onions,
only,
onto,
onward,TRUE
onwhite,
oo,
oodles,
oof,
ooh,
oom,
ooo,
oooh,
ooooh,
ooooo,
ooooooo,
ooooooooooooooooooooo,
oooops,
oop,
oops,
oopsie,
oozing,TRUE
oozy,
opal,TRUE
ope,
open,
opened,
opener,TRUE
openin,
opening,
opens,
opera,TRUE
opportunities,TRUE
opposed,TRUE
opposite,TRUE
oprah,
optimism,
or,
orange,
oranges,
orchards,TRUE
orchestras,TRUE
order,TRUE
ordered,
orderly,
ordinary,TRUE
organ,TRUE
organizing,TRUE
orleans,
orphan,TRUE
oscars,
oshea,
ostrich,TRUE
osullivan,
other,
others,
otherwise,
otis,
otter,TRUE
ouach,
ouack,
ouch,
ought,
our,
ourchestra,
ours,
ourtree,
out,TRUE
outdoors,
outer,
outermost,
outfit,
outfits,
outgrow,TRUE
outgrown,
outlaws,TRUE
outline,TRUE
outs,
outside,
outskirts,TRUE
outsmart,TRUE
outstretched,TRUE
outta,
oval,TRUE
ovaltine,
oven,TRUE
over,
overall,
overalls,
overboard,
overcame,
overcoat,TRUE
overcooked,TRUE
overdressed,TRUE
overdue,
overflow,TRUE
overhead,
overheard,TRUE
overjoyed,
overlooking,TRUE
overnight,
overwhelm,TRUE
overworked,TRUE
owe,
owl,
owling,
owls,
own,TRUE
owned,
owner,
owners,
ox,TRUE
p,
pa,
pace,TRUE
paced,
pacific,
pack,TRUE
package,TRUE
packaged,
packages,
packed,
packet,TRUE
packing,
pad,TRUE
padded,
paddle,
paddled,
paddles,
pads,
page,TRUE
pages,
pahs,
paid,
pail,
pails,
pain,TRUE
pained,
painful,TRUE
pains,
paint,
painted,
painter,
painters,
painting,
paintings,
paints,
pair,
pairs,
pajama,
pajamas,
pajammy,
pajan,
pal,
palace,TRUE
pale,TRUE
palm,TRUE
palmer,
pals,
pan,
pancake,
pancakes,
panda,
pandas,
pandy,
panes,TRUE
panicked,TRUE
pans,
panted,TRUE
panting,
pantloads,TRUE
pantry,TRUE
pants,
paotze,
pap,TRUE
papa,
papas,
paper,TRUE
paperweight,TRUE
parade,TRUE
paradise,
parcheesi,
pardon,TRUE
parents,TRUE
paris,
park,
parked,
parking,
parks,
parlor,TRUE
parrot,TRUE
parsley,
parson,TRUE
part,
parted,
particular,
particularly,
parties,
parting,
partly,
partner,
partners,
partridge,TRUE
parts,
party,
pascal,
pascals,
pass,
passage,TRUE
passed,
passenger,
passengers,
passes,
passing,
past,
pasted,TRUE
pastry,TRUE
pasture,TRUE
pat,TRUE
patch,TRUE
patched,
patches,
patchy,
path,TRUE
pathetic,TRUE
paths,
patience,
patient,TRUE
patiently,
patpuppop,
patricia,
patrol,TRUE
patted,
pattered,TRUE
pattering,
pattern,TRUE
patterns,
paul,
pause,TRUE
paused,
pavement,TRUE
paving,TRUE
paw,TRUE
pawberry,
pawing,
pawns,TRUE
paws,
pay,
paying,
pays,
pea,
peace,
peaceable,
peaceful,
peacefully,
peach,TRUE
peacock,TRUE
peak,TRUE
peaks,
peanut,
peanuts,
pear,
peared,
pearl,
pearls,
pears,
peas,
pease,
pebble,
pebbles,
pecan,TRUE
peck,TRUE
peculiar,TRUE
pedal,TRUE
pedaled,
pedals,
peddler,TRUE
pedestrians,TRUE
pedlar,TRUE
pee,TRUE
peek,
peeked,
peeking,
peeks,
peel,TRUE
peeled,
peelings,
peep,TRUE
peeped,
peeping,
peepo,
peered,TRUE
peering,
pegging,TRUE
peggy,
pegs,
peking,
pell,
pembo,
pen,TRUE
penalty,TRUE
pencil,
pencils,
pendix,
pendleton,
penguin,
penguins,
pennies,
penny,
people,
peoples,
pepper,
peppermint,TRUE
peppers,
percent,TRUE
perch,TRUE
perched,
percy,
perfect,
perfectly,
performance,TRUE
performers,TRUE
perhaps,
peri,
period,
periods,
perked,TRUE
perky,
permission,
permitted,TRUE
perplexed,TRUE
perry,
perseverance,
persian,TRUE
persisted,TRUE
person,
personal,TRUE
persons,
pet,TRUE
petals,TRUE
pete,
peter,
peters,
petes,
pets,
petticoat,
petticoats,
phase,TRUE
phew,
phoebe,
phone,TRUE
phoned,
photograph,TRUE
photographer,TRUE
photos,TRUE
physician,TRUE
piano,TRUE
picadores,
piccadilly,
pick,
picked,
picker,TRUE
picket,TRUE
pickety,
picking,
pickle,TRUE
pickled,
picklepuss,
pickles,
picks,
pickup,
picnic,
picnics,
picture,TRUE
pictures,
pie,
piece,TRUE
pieces,
pieman,
pies,
pig,
pigeon,
pigeons,
piggledy,
piggy,TRUE
piggyback,
piglets,TRUE
pigs,
pile,TRUE
piled,
pileup,TRUE
pill,
pillow,
pillows,
pills,
pilot,TRUE
piloted,
pin,TRUE
pinch,TRUE
pincushion,TRUE
pine,TRUE
pineapple,TRUE
pines,
pinheaded,TRUE
pink,
pinkalicious,
pinkatastic,
pinkerrific,
pinkish,
pinning,
pinocchio,
pins,
pint,TRUE
pious,
pip,TRUE
pipe,
piped,
pipelayer,TRUE
piper,
pipers,
pipes,
piping,
pippen,
pirate,
pirates,
pirouette,TRUE
pirouetting,
pish,
pistachio,TRUE
pit,TRUE
pitched,TRUE
pitcher,TRUE
pitching,
pits,
pitt,
pitter,TRUE
pittsburgh,
pitty,
pity,
pixie,
pizza,
pjs,
place,
placed,
places,
placing,
plaggle,
plaidest,TRUE
plain,TRUE
plainly,
plains,
plan,
plane,TRUE
planes,
planet,TRUE
plank,TRUE
planned,
planning,
plans,
plant,
planted,
planting,
plants,
plaster,TRUE
plastic,TRUE
plate,TRUE
plateful,
plates,
platform,TRUE
platinum,
platter,TRUE
platypus,TRUE
play,
played,
player,TRUE
playfellows,TRUE
playful,
playfully,
playground,TRUE
playin,
playing,
playmates,TRUE
plays,
playthings,TRUE
playtime,
plead,TRUE
pleaded,
pleasant,
please,TRUE
pleased,
pleasing,
pleat,TRUE
pledge,TRUE
plenty,
pliers,TRUE
plodding,TRUE
plop,TRUE
ploughs,TRUE
plow,
plowed,
plowing,
plows,
pluck,TRUE
plucked,
plug,TRUE
plugged,
plugs,
plum,
plumber,TRUE
plump,TRUE
plums,
plunged,TRUE
plunger,TRUE
plunk,TRUE
plus,
pm,
po,
poach,TRUE
poached,
pocket,TRUE
pocketful,TRUE
pockets,
poem,
poems,
poets,TRUE
poignant,
point,
pointed,
pointing,
points,
pointy,
poisoned,TRUE
poisonous,
poke,TRUE
poked,
pokers,TRUE
poky,
polar,
pole,TRUE
poles,
police,
policeman,
policemen,
polish,TRUE
polished,
polite,
politely,
politeness,
polka,
poll,TRUE
pollination,
pollution,
polly,
poly,
pond,
ponds,
ponies,
pony,
ponytail,TRUE
poo,TRUE
pood,
poodle,
poodles,
poof,TRUE
poofy,
pooh,
pookie,
pool,TRUE
pools,
pooooooo,
poop,TRUE
pooped,
poops,
poor,
pop,TRUE
popcorn,
popped,
popperville,
poppety,
pops,
popular,
porch,TRUE
porcupine,TRUE
porgy,
pork,TRUE
porker,TRUE
porridge,
porringer,
porters,TRUE
portions,TRUE
portrait,TRUE
posies,TRUE
positively,
possess,TRUE
possessions,TRUE
possibilities,TRUE
possible,
possibly,
possum,TRUE
post,TRUE
postman,
postmaster,TRUE
posture,
pot,TRUE
potato,
potatoes,
pots,
potty,
pouch,TRUE
pounce,TRUE
pounced,
pouncing,
pound,
pounded,
pounding,
pounds,
pour,
poured,
pourin,
pouring,
pours,
pout,TRUE
pouts,
pouty,
poverty,
powder,TRUE
powdered,
power,TRUE
powered,
powerful,
powers,
pox,
pp,
practice,TRUE
practiced,
practicing,
prairie,TRUE
prance,TRUE
pranced,
prancer,TRUE
prancing,
pray,TRUE
prayer,
prayers,
praying,
precious,
precisely,TRUE
predicted,TRUE
prediction,TRUE
prefer,TRUE
preferences,TRUE
prepare,TRUE
prepared,
preparing,
presence,
present,TRUE
presented,
presently,
presents,
preserver,
president,
presidents,
press,TRUE
pressed,
pressing,
pretend,TRUE
pretended,
pretender,TRUE
pretending,
prettiest,
prettily,
pretty,TRUE
price,TRUE
priceless,TRUE
prick,TRUE
pricked,
prickle,TRUE
prickles,
pride,
pried,TRUE
pries,
priest,TRUE
prima,
prince,
princes,
princess,
princesses,
principal,
principals,
principle,TRUE
print,TRUE
prints,
prison,TRUE
prisoner,TRUE
prithee,
privacy,
private,TRUE
prize,TRUE
prized,
probably,
problem,
problems,
probly,
proclaim,TRUE
prod,TRUE
prodded,
professional,TRUE
professor,TRUE
programs,TRUE
progress,TRUE
promenade,TRUE
promise,TRUE
promised,
promises,
pronounced,TRUE
proof,
propeller,TRUE
proper,
properly,
proposal,TRUE
props,TRUE
protect,TRUE
protection,TRUE
protector,TRUE
protested,TRUE
protesters,TRUE
protruding,TRUE
proud,TRUE
proudest,
proudly,
prove,TRUE
proved,
proves,
provide,TRUE
provided,
prow,
prowl,TRUE
prows,
prune,TRUE
prunella,
prunes,
ps,
psalm,TRUE
psst,
psychics,TRUE
psychologists,TRUE
pterosaur,
public,
publisher,TRUE
pudding,
puddings,
puddle,TRUE
puddles,
puff,
puffed,
puffing,
puffs,
puffy,
pull,
pulled,
pulley,
pulleys,
pullin,
pulling,
pulls,
pulp,TRUE
pump,TRUE
pumped,
pumper,TRUE
pumping,
pumpkin,
pumpkins,
punch,TRUE
punched,
punished,TRUE
pup,
pupil,
pupils,
puppet,
puppets,
puppies,
puppy,
pups,
purchases,TRUE
pure,
purple,
purr,
purred,
purring,
purrs,
purse,TRUE
push,
pushchair,
pushed,
pusher,TRUE
pushes,
pushing,
pushkin,
pussy,
pussys,
put,
puts,
putting,
puzzle,TRUE
puzzled,
puzzles,
pyramids,TRUE
python,TRUE
q,
qq,
qrs,
qua,
quack,
quackberry,
quacked,
quackers,
quacking,
quacks,
quaker,TRUE
quakin,
qualified,TRUE
qualities,TRUE
quarrel,TRUE
quarreling,
quart,TRUE
quarter,
quarters,
quavering,
queen,
queens,
queer,TRUE
question,TRUE
questions,
quick,
quickberry,
quickly,
quickquickquick,
quicksand,
quiet,TRUE
quieted,
quietly,
quilt,TRUE
quilts,
quimney,
quist,
quit,TRUE
quite,
quiver,TRUE
quivered,
quizzes,
qunicy,
quoth,
r,
raaaaa,
raaahhhrrr,
raaahhrrrr,
rabbit,
rabbits,
raccoon,TRUE
race,
raced,
racer,
racers,
races,
racetrack,TRUE
racing,
rack,TRUE
racket,TRUE
radar,TRUE
radial,
radiant,
radio,TRUE
radishes,TRUE
rafter,TRUE
rafts,TRUE
rag,
rage,TRUE
raged,
rags,
rail,TRUE
railcar,
railcars,
railing,
railroad,
railroads,
rails,
railway,TRUE
rain,
rainbow,TRUE
raincoat,TRUE
raindrops,TRUE
rained,
raining,
rains,
rainy,
raise,
raised,
raises,
raising,
raisins,TRUE
raja,
rajas,
rake,TRUE
raked,
ralph,
ralphs,
ram,TRUE
ramble,TRUE
ramp,
ramps,
ran,
ranch,TRUE
rancid,
rand,
rang,
ranging,
ransacked,TRUE
raow,
rap,TRUE
rapid,TRUE
rapped,
rapping,
rapunzel,
rapunzels,
rare,
rascal,TRUE
rash,TRUE
raspberry,TRUE
rat,TRUE
ratburn,
rated,TRUE
rathburn,
rather,
rats,
rattle,TRUE
rattled,
rattlesnake,TRUE
rattling,
raven,
raw,
ray,
rays,
razor,TRUE
razzamatazzberry,
reach,TRUE
reached,
reaching,
read,
reading,
reads,
ready,
real,
reality,TRUE
realized,TRUE
realizes,
really,
reappears,TRUE
reason,
reasons,
reassures,TRUE
reassuringly,TRUE
rebuild,TRUE
receive,TRUE
received,
receives,
recess,
recipe,TRUE
recite,TRUE
reckless,TRUE
recognize,TRUE
recognizing,
record,TRUE
records,
rectangle,TRUE
recycle,TRUE
red,
redbreast,
reddest,
reddish,
reel,TRUE
referring,TRUE
reflect,TRUE
refreshed,TRUE
refreshment,TRUE
refrigerator,
refrigerators,
refusal,TRUE
refuse,TRUE
refused,
regal,
regardless,
regeneration,TRUE
reginald,
regular,TRUE
rehearsal,TRUE
reigate,
reindeer,
reindeers,
relate,TRUE
relation,TRUE
relatives,TRUE
relax,TRUE
relaxed,
relief,
relieved,TRUE
remain,TRUE
remained,
remains,
remarkable,TRUE
rembo,
remedies,
remedy,
remember,
remembered,
remembering,
remembers,
remind,TRUE
reminded,
reminding,
reminiscences,TRUE
remove,TRUE
removed,
remus,
repair,TRUE
repaired,
repairs,
repartee,
repeat,TRUE
repeated,
replaced,TRUE
replacement,TRUE
replied,
reply,TRUE
report,TRUE
reporter,
reporters,
representative,TRUE
reproachfully,TRUE
reptiles,TRUE
request,TRUE
requesting,
required,TRUE
rescue,TRUE
rescued,
rescuing,
research,TRUE
researched,
resented,TRUE
resist,TRUE
resistant,TRUE
resolved,TRUE
respectable,TRUE
responded,TRUE
response,TRUE
responsibility,TRUE
responsible,TRUE
rest,
restaurant,TRUE
rested,
resting,
rests,
resturant,TRUE
resurfaced,TRUE
retire,TRUE
retired,
retiring,
retreats,TRUE
retrieve,TRUE
retrieving,
return,
returned,
returnin,
returning,
returns,
revealing,TRUE
reverence,TRUE
revived,TRUE
revolt,TRUE
rex,
rff,
rhino,
rhinoceros,
rhinoceroses,
rhinocerous,TRUE
rhinologist,TRUE
rhinos,
rhyme,TRUE
rhymes,
rhyming,
ribbon,
ribbons,
rice,
rich,TRUE
richard,
richer,TRUE
ricks,
ricky,
rid,TRUE
ridden,
riddle,TRUE
ride,
rider,
riders,
rides,
ridge,
ridges,
ridiculous,TRUE
riding,
right,TRUE
righted,
rightness,
rights,
righty,
rigs,TRUE
rim,TRUE
rime,TRUE
rinds,TRUE
ring,
ringing,
ringman,
rings,
ringy,
rink,TRUE
rinker,
rinsed,TRUE
rip,TRUE
ripe,
ripen,TRUE
ripenin,
ripped,
ripping,
ripple,TRUE
rippled,
rippulous,
rise,
risen,
riser,
rises,
rising,
risk,TRUE
risked,
rita,
ritch,
river,
riverbank,TRUE
riverboat,TRUE
rivers,
road,
roadbed,TRUE
roads,
roadside,
roadster,
roadwork,TRUE
roamed,TRUE
roar,
roared,
roarin,
roaring,
roars,
roast,TRUE
roasted,
roasts,
rob,TRUE
robber,
robbers,
robbery,TRUE
robe,
robert,
robes,
robin,
robins,
robinson,
robot,TRUE
robs,
rock,
rocka,
rocked,
rocket,
rockets,
rocking,
rockn,
rocks,
rocky,
rode,
rodents,TRUE
rodeo,TRUE
roger,
rogers,
role,
roles,
roll,
rolled,
roller,TRUE
rolling,
rollo,
rolls,
roly,
rome,
romps,
romulus,
ronald,
roo,
rooaaar,
roof,TRUE
rooff,
roofine,
roofs,
rooftops,TRUE
rook,TRUE
room,TRUE
rooms,
rooster,
roosters,
root,TRUE
rooting,
roots,
rope,TRUE
roped,
ropes,
rosa,
rose,
rosebush,TRUE
roses,
ross,
rosy,
rosys,
rot,TRUE
rotten,
rough,
roughest,TRUE
round,TRUE
rounded,
roundhouse,TRUE
rounds,
route,TRUE
rover,TRUE
row,TRUE
rowboat,TRUE
rowed,
rows,
royal,TRUE
rr,
rrowf,
rrowff,
rrrr,
rs,
rub,
rubbed,
rubber,TRUE
rubbery,
rubbing,
rubbish,
rubble,
rubies,
rubs,
ruby,
rubys,
ruchi,
ruckus,
rude,
rudely,
rudeness,
rudy,
ruff,
ruffians,
rug,
rugs,
ruined,TRUE
rule,TRUE
ruled,
ruler,
rulers,
rules,
rumba,
rumble,
rumbled,
rumbles,
rumbling,
rump,
rumpelstiltskin,
rumphius,
rumpus,
run,
runaway,
rung,
runnin,
running,
runny,
runs,
runways,
rush,
rushed,
rushes,
rushing,
russia,
russian,TRUE
rust,TRUE
rustle,TRUE
rustled,
rustling,
rusty,
ruth,
ryder,
rye,
ryokan,
s,
sa,
sabbath,
sack,
sackful,TRUE
sacks,
sad,
sadder,TRUE
saddle,TRUE
sadies,
sadly,
safe,
safely,
safer,TRUE
safety,
sage,TRUE
sago,
said,
sail,
sailboat,TRUE
sailed,
sailing,
sailor,
sailors,
sails,
sake,TRUE
sakes,
sal,
sala,
salad,TRUE
salami,
sale,TRUE
saleslady,
saliva,
sally,
salmon,TRUE
salomé,
sals,
salsa,
salt,TRUE
saltshaker,TRUE
salute,TRUE
saluted,
sam,
samaritans,TRUE
same,
sammy,
sampled,TRUE
sams,
san,
sand,
sandbank,TRUE
sandbox,TRUE
sandcastles,TRUE
sandra,
sandras,
sands,
sandwich,
sandwiches,
sandy,
sang,
sanitation,
sank,
santa,
santas,
sap,TRUE
sapphires,TRUE
sarah,
sardine,
sardines,
sasha,
sassafras,
sat,
satin,
satisfaction,
satisfied,TRUE
satsuma,
saturday,
saturdays,
sauce,TRUE
